source,model_tag,reference_year,target_year,starting_decile,ending_decile,probability
Empirical,empirical,0,20,1,6,
Empirical,empirical,0,20,1,7,
Empirical,empirical,0,20,1,8,
Empirical,empirical,0,20,1,9,
Empirical,empirical,0,20,1,10,
Empirical,empirical,0,20,2,1,0.19727891156462585
Empirical,empirical,0,20,2,2,0.04081632653061224
Empirical,empirical,0,20,2,3,0.14285714285714285
Empirical,empirical,0,20,2,4,0.12244897959183673
Empirical,empirical,0,20,2,5,0.10884353741496598
Empirical,empirical,0,20,2,6,0.10204081632653061
Empirical,empirical,0,20,2,7,0.07482993197278912
Empirical,empirical,0,20,2,8,0.06802721088435375
Empirical,empirical,0,20,2,9,0.07482993197278912
Empirical,empirical,0,20,2,10,0.06802721088435375
Empirical,empirical,0,20,3,1,0.18181818181818182
Empirical,empirical,0,20,3,2,0.0
Empirical,empirical,0,20,3,3,0.09090909090909091
Empirical,empirical,0,20,3,4,0.0
Empirical,empirical,0,20,3,5,0.18181818181818182
Empirical,empirical,0,20,3,6,0.0
Empirical,empirical,0,20,3,7,0.36363636363636365
Empirical,empirical,0,20,3,8,0.0
Empirical,empirical,0,20,3,9,0.09090909090909091
Empirical,empirical,0,20,3,10,0.09090909090909091
Empirical,empirical,0,20,4,1,0.12
Empirical,empirical,0,20,4,2,0.08
Empirical,empirical,0,20,4,3,0.06
Empirical,empirical,0,20,4,4,0.1
Empirical,empirical,0,20,4,5,0.1
Empirical,empirical,0,20,4,6,0.14
Empirical,empirical,0,20,4,7,0.1
Empirical,empirical,0,20,4,8,0.1
Empirical,empirical,0,20,4,9,0.1
Empirical,empirical,0,20,4,10,0.1
Empirical,empirical,0,20,5,1,0.12
Empirical,empirical,0,20,5,2,0.0
Empirical,empirical,0,20,5,3,0.18
Empirical,empirical,0,20,5,4,0.16
Empirical,empirical,0,20,5,5,0.04
Empirical,empirical,0,20,5,6,0.08
Empirical,empirical,0,20,5,7,0.16
Empirical,empirical,0,20,5,8,0.14
Empirical,empirical,0,20,5,9,0.06
Empirical,empirical,0,20,5,10,0.06
Empirical,empirical,0,20,6,1,0.043478260869565216
Empirical,empirical,0,20,6,2,0.021739130434782608
Empirical,empirical,0,20,6,3,0.15217391304347827
Empirical,empirical,0,20,6,4,0.10869565217391304
Empirical,empirical,0,20,6,5,0.06521739130434782
Empirical,empirical,0,20,6,6,0.1956521739130435
Empirical,empirical,0,20,6,7,0.021739130434782608
Empirical,empirical,0,20,6,8,0.10869565217391304
Empirical,empirical,0,20,6,9,0.13043478260869565
Empirical,empirical,0,20,6,10,0.15217391304347827
Empirical,empirical,0,20,7,1,0.10204081632653061
Empirical,empirical,0,20,7,2,0.20408163265306123
Empirical,empirical,0,20,7,3,0.02040816326530612
Empirical,empirical,0,20,7,4,0.10204081632653061
Empirical,empirical,0,20,7,5,0.22448979591836735
Empirical,empirical,0,20,7,6,0.04081632653061224
Empirical,empirical,0,20,7,7,0.061224489795918366
Empirical,empirical,0,20,7,8,0.08163265306122448
Empirical,empirical,0,20,7,9,0.08163265306122448
Empirical,empirical,0,20,7,10,0.08163265306122448
Empirical,empirical,0,20,8,1,0.2
Empirical,empirical,0,20,8,2,0.05454545454545454
Empirical,empirical,0,20,8,3,0.10909090909090909
Empirical,empirical,0,20,8,4,0.12727272727272726
Empirical,empirical,0,20,8,5,0.07272727272727272
Empirical,empirical,0,20,8,6,0.07272727272727272
Empirical,empirical,0,20,8,7,0.05454545454545454
Empirical,empirical,0,20,8,8,0.10909090909090909
Empirical,empirical,0,20,8,9,0.09090909090909091
Empirical,empirical,0,20,8,10,0.10909090909090909
Empirical,empirical,0,20,9,1,0.13725490196078433
Empirical,empirical,0,20,9,2,0.0196078431372549
Empirical,empirical,0,20,9,3,0.0196078431372549
Empirical,empirical,0,20,9,4,0.0196078431372549
Empirical,empirical,0,20,9,5,0.1568627450980392
Empirical,empirical,0,20,9,6,0.09803921568627451
Empirical,empirical,0,20,9,7,0.09803921568627451
Empirical,empirical,0,20,9,8,0.17647058823529413
Empirical,empirical,0,20,9,9,0.17647058823529413
Empirical,empirical,0,20,9,10,0.09803921568627451
Empirical,empirical,0,20,10,1,0.0784313725490196
Empirical,empirical,0,20,10,2,0.0196078431372549
Empirical,empirical,0,20,10,3,0.09803921568627451
Empirical,empirical,0,20,10,4,0.0392156862745098
Empirical,empirical,0,20,10,5,0.0196078431372549
Empirical,empirical,0,20,10,6,0.09803921568627451
Empirical,empirical,0,20,10,7,0.19607843137254902
Empirical,empirical,0,20,10,8,0.11764705882352941
Empirical,empirical,0,20,10,9,0.13725490196078433
Empirical,empirical,0,20,10,10,0.19607843137254902
AR(1)-GRW-S,ar1_s,0,20,1,1,0.084
AR(1)-GRW-S,ar1_s,0,20,1,2,0.104
AR(1)-GRW-S,ar1_s,0,20,1,3,0.104
AR(1)-GRW-S,ar1_s,0,20,1,4,0.071
AR(1)-GRW-S,ar1_s,0,20,1,5,0.111
AR(1)-GRW-S,ar1_s,0,20,1,6,0.116
AR(1)-GRW-S,ar1_s,0,20,1,7,0.103
AR(1)-GRW-S,ar1_s,0,20,1,8,0.105
AR(1)-GRW-S,ar1_s,0,20,1,9,0.105
AR(1)-GRW-S,ar1_s,0,20,1,10,0.097
AR(1)-GRW-S,ar1_s,0,20,2,1,0.092
AR(1)-GRW-S,ar1_s,0,20,2,2,0.103
AR(1)-GRW-S,ar1_s,0,20,2,3,0.104
AR(1)-GRW-S,ar1_s,0,20,2,4,0.098
AR(1)-GRW-S,ar1_s,0,20,2,5,0.104
AR(1)-GRW-S,ar1_s,0,20,2,6,0.104
AR(1)-GRW-S,ar1_s,0,20,2,7,0.098
AR(1)-GRW-S,ar1_s,0,20,2,8,0.095
AR(1)-GRW-S,ar1_s,0,20,2,9,0.098
AR(1)-GRW-S,ar1_s,0,20,2,10,0.104
AR(1)-GRW-S,ar1_s,0,20,3,1,0.106
AR(1)-GRW-S,ar1_s,0,20,3,2,0.094
AR(1)-GRW-S,ar1_s,0,20,3,3,0.091
AR(1)-GRW-S,ar1_s,0,20,3,4,0.098
AR(1)-GRW-S,ar1_s,0,20,3,5,0.112
AR(1)-GRW-S,ar1_s,0,20,3,6,0.09
AR(1)-GRW-S,ar1_s,0,20,3,7,0.106
AR(1)-GRW-S,ar1_s,0,20,3,8,0.111
AR(1)-GRW-S,ar1_s,0,20,3,9,0.099
AR(1)-GRW-S,ar1_s,0,20,3,10,0.093
AR(1)-GRW-S,ar1_s,0,20,4,1,0.09
AR(1)-GRW-S,ar1_s,0,20,4,2,0.097
AR(1)-GRW-S,ar1_s,0,20,4,3,0.124
AR(1)-GRW-S,ar1_s,0,20,4,4,0.107
AR(1)-GRW-S,ar1_s,0,20,4,5,0.105
AR(1)-GRW-S,ar1_s,0,20,4,6,0.101
AR(1)-GRW-S,ar1_s,0,20,4,7,0.083
AR(1)-GRW-S,ar1_s,0,20,4,8,0.108
AR(1)-GRW-S,ar1_s,0,20,4,9,0.093
AR(1)-GRW-S,ar1_s,0,20,4,10,0.092
AR(1)-GRW-S,ar1_s,0,20,5,1,0.094
AR(1)-GRW-S,ar1_s,0,20,5,2,0.121
AR(1)-GRW-S,ar1_s,0,20,5,3,0.098
AR(1)-GRW-S,ar1_s,0,20,5,4,0.108
AR(1)-GRW-S,ar1_s,0,20,5,5,0.109
AR(1)-GRW-S,ar1_s,0,20,5,6,0.092
AR(1)-GRW-S,ar1_s,0,20,5,7,0.111
AR(1)-GRW-S,ar1_s,0,20,5,8,0.087
AR(1)-GRW-S,ar1_s,0,20,5,9,0.089
AR(1)-GRW-S,ar1_s,0,20,5,10,0.091
AR(1)-GRW-S,ar1_s,0,20,6,1,0.108
AR(1)-GRW-S,ar1_s,0,20,6,2,0.096
AR(1)-GRW-S,ar1_s,0,20,6,3,0.084
AR(1)-GRW-S,ar1_s,0,20,6,4,0.112
AR(1)-GRW-S,ar1_s,0,20,6,5,0.086
AR(1)-GRW-S,ar1_s,0,20,6,6,0.097
AR(1)-GRW-S,ar1_s,0,20,6,7,0.105
AR(1)-GRW-S,ar1_s,0,20,6,8,0.107
AR(1)-GRW-S,ar1_s,0,20,6,9,0.096
AR(1)-GRW-S,ar1_s,0,20,6,10,0.109
AR(1)-GRW-S,ar1_s,0,20,7,1,0.107
AR(1)-GRW-S,ar1_s,0,20,7,2,0.104
AR(1)-GRW-S,ar1_s,0,20,7,3,0.108
AR(1)-GRW-S,ar1_s,0,20,7,4,0.088
AR(1)-GRW-S,ar1_s,0,20,7,5,0.086
AR(1)-GRW-S,ar1_s,0,20,7,6,0.093
AR(1)-GRW-S,ar1_s,0,20,7,7,0.108
AR(1)-GRW-S,ar1_s,0,20,7,8,0.095
AR(1)-GRW-S,ar1_s,0,20,7,9,0.107
AR(1)-GRW-S,ar1_s,0,20,7,10,0.104
AR(1)-GRW-S,ar1_s,0,20,8,1,0.099
AR(1)-GRW-S,ar1_s,0,20,8,2,0.088
AR(1)-GRW-S,ar1_s,0,20,8,3,0.095
AR(1)-GRW-S,ar1_s,0,20,8,4,0.121
AR(1)-GRW-S,ar1_s,0,20,8,5,0.086
AR(1)-GRW-S,ar1_s,0,20,8,6,0.11
AR(1)-GRW-S,ar1_s,0,20,8,7,0.105
AR(1)-GRW-S,ar1_s,0,20,8,8,0.084
AR(1)-GRW-S,ar1_s,0,20,8,9,0.103
AR(1)-GRW-S,ar1_s,0,20,8,10,0.109
AR(1)-GRW-S,ar1_s,0,20,9,1,0.095
AR(1)-GRW-S,ar1_s,0,20,9,2,0.108
AR(1)-GRW-S,ar1_s,0,20,9,3,0.09
AR(1)-GRW-S,ar1_s,0,20,9,4,0.092
AR(1)-GRW-S,ar1_s,0,20,9,5,0.101
AR(1)-GRW-S,ar1_s,0,20,9,6,0.108
AR(1)-GRW-S,ar1_s,0,20,9,7,0.097
AR(1)-GRW-S,ar1_s,0,20,9,8,0.1
AR(1)-GRW-S,ar1_s,0,20,9,9,0.113
AR(1)-GRW-S,ar1_s,0,20,9,10,0.096
AR(1)-GRW-S,ar1_s,0,20,10,1,0.125
AR(1)-GRW-S,ar1_s,0,20,10,2,0.085
AR(1)-GRW-S,ar1_s,0,20,10,3,0.102
AR(1)-GRW-S,ar1_s,0,20,10,4,0.105
AR(1)-GRW-S,ar1_s,0,20,10,5,0.1
AR(1)-GRW-S,ar1_s,0,20,10,6,0.089
AR(1)-GRW-S,ar1_s,0,20,10,7,0.084
AR(1)-GRW-S,ar1_s,0,20,10,8,0.108
AR(1)-GRW-S,ar1_s,0,20,10,9,0.097
AR(1)-GRW-S,ar1_s,0,20,10,10,0.105
Empirical,empirical,1,4,1,1,
Empirical,empirical,1,4,1,2,
Empirical,empirical,1,4,1,3,
Empirical,empirical,1,4,1,4,
Empirical,empirical,1,4,1,5,
Empirical,empirical,1,4,1,6,
Empirical,empirical,1,4,1,7,
Empirical,empirical,1,4,1,8,
Empirical,empirical,1,4,1,9,
Empirical,empirical,1,4,1,10,
Empirical,empirical,1,4,2,1,0.336283185840708
Empirical,empirical,1,4,2,2,0.05309734513274336
Empirical,empirical,1,4,2,3,0.1592920353982301
Empirical,empirical,1,4,2,4,0.13274336283185842
Empirical,empirical,1,4,2,5,0.09734513274336283
Empirical,empirical,1,4,2,6,0.08849557522123894
Empirical,empirical,1,4,2,7,0.02654867256637168
Empirical,empirical,1,4,2,8,0.05309734513274336
Empirical,empirical,1,4,2,9,0.017699115044247787
Empirical,empirical,1,4,2,10,0.035398230088495575
Empirical,empirical,1,4,3,1,0.125
Empirical,empirical,1,4,3,2,0.25
Empirical,empirical,1,4,3,3,0.0
Empirical,empirical,1,4,3,4,0.125
Empirical,empirical,1,4,3,5,0.125
Empirical,empirical,1,4,3,6,0.1
Empirical,empirical,1,4,3,7,0.1
Empirical,empirical,1,4,3,8,0.1
Empirical,empirical,1,4,3,9,0.05
Empirical,empirical,1,4,3,10,0.025
Empirical,empirical,1,4,4,1,0.17307692307692307
Empirical,empirical,1,4,4,2,0.0
Empirical,empirical,1,4,4,3,0.1346153846153846
Empirical,empirical,1,4,4,4,0.1346153846153846
Empirical,empirical,1,4,4,5,0.019230769230769232
Empirical,empirical,1,4,4,6,0.057692307692307696
Empirical,empirical,1,4,4,7,0.15384615384615385
Empirical,empirical,1,4,4,8,0.1346153846153846
Empirical,empirical,1,4,4,9,0.1346153846153846
Empirical,empirical,1,4,4,10,0.057692307692307696
Empirical,empirical,1,4,5,1,0.16
Empirical,empirical,1,4,5,2,0.06
Empirical,empirical,1,4,5,3,0.18
Empirical,empirical,1,4,5,4,0.06
Empirical,empirical,1,4,5,5,0.16
Empirical,empirical,1,4,5,6,0.1
Empirical,empirical,1,4,5,7,0.12
Empirical,empirical,1,4,5,8,0.08
Empirical,empirical,1,4,5,9,0.06
Empirical,empirical,1,4,5,10,0.02
Empirical,empirical,1,4,6,1,0.11538461538461539
Empirical,empirical,1,4,6,2,0.019230769230769232
Empirical,empirical,1,4,6,3,0.11538461538461539
Empirical,empirical,1,4,6,4,0.19230769230769232
Empirical,empirical,1,4,6,5,0.038461538461538464
Empirical,empirical,1,4,6,6,0.057692307692307696
Empirical,empirical,1,4,6,7,0.23076923076923078
Empirical,empirical,1,4,6,8,0.09615384615384616
Empirical,empirical,1,4,6,9,0.057692307692307696
Empirical,empirical,1,4,6,10,0.07692307692307693
Empirical,empirical,1,4,7,1,0.06
Empirical,empirical,1,4,7,2,0.06
Empirical,empirical,1,4,7,3,0.0
Empirical,empirical,1,4,7,4,0.1
Empirical,empirical,1,4,7,5,0.2
Empirical,empirical,1,4,7,6,0.06
Empirical,empirical,1,4,7,7,0.14
Empirical,empirical,1,4,7,8,0.12
Empirical,empirical,1,4,7,9,0.18
Empirical,empirical,1,4,7,10,0.08
Empirical,empirical,1,4,8,1,0.10416666666666667
Empirical,empirical,1,4,8,2,0.0
Empirical,empirical,1,4,8,3,0.0625
Empirical,empirical,1,4,8,4,0.14583333333333334
Empirical,empirical,1,4,8,5,0.041666666666666664
Empirical,empirical,1,4,8,6,0.1875
Empirical,empirical,1,4,8,7,0.0625
Empirical,empirical,1,4,8,8,0.10416666666666667
Empirical,empirical,1,4,8,9,0.14583333333333334
Empirical,empirical,1,4,8,10,0.14583333333333334
Empirical,empirical,1,4,9,1,0.05660377358490566
Empirical,empirical,1,4,9,2,0.03773584905660377
Empirical,empirical,1,4,9,3,0.018867924528301886
Empirical,empirical,1,4,9,4,0.03773584905660377
Empirical,empirical,1,4,9,5,0.07547169811320754
Empirical,empirical,1,4,9,6,0.11320754716981132
Empirical,empirical,1,4,9,7,0.18867924528301888
Empirical,empirical,1,4,9,8,0.1320754716981132
Empirical,empirical,1,4,9,9,0.1320754716981132
Empirical,empirical,1,4,9,10,0.20754716981132076
Empirical,empirical,1,4,10,1,0.019230769230769232
Empirical,empirical,1,4,10,2,0.019230769230769232
Empirical,empirical,1,4,10,3,0.019230769230769232
Empirical,empirical,1,4,10,4,0.019230769230769232
Empirical,empirical,1,4,10,5,0.1346153846153846
Empirical,empirical,1,4,10,6,0.07692307692307693
Empirical,empirical,1,4,10,7,0.038461538461538464
Empirical,empirical,1,4,10,8,0.15384615384615385
Empirical,empirical,1,4,10,9,0.21153846153846154
Empirical,empirical,1,4,10,10,0.3076923076923077
AR(1)-GRW-S,ar1_s,1,4,1,1,0.161
AR(1)-GRW-S,ar1_s,1,4,1,2,0.132
AR(1)-GRW-S,ar1_s,1,4,1,3,0.12
AR(1)-GRW-S,ar1_s,1,4,1,4,0.097
AR(1)-GRW-S,ar1_s,1,4,1,5,0.099
AR(1)-GRW-S,ar1_s,1,4,1,6,0.09
AR(1)-GRW-S,ar1_s,1,4,1,7,0.088
AR(1)-GRW-S,ar1_s,1,4,1,8,0.088
AR(1)-GRW-S,ar1_s,1,4,1,9,0.065
AR(1)-GRW-S,ar1_s,1,4,1,10,0.06
AR(1)-GRW-S,ar1_s,1,4,2,1,0.119
AR(1)-GRW-S,ar1_s,1,4,2,2,0.111
AR(1)-GRW-S,ar1_s,1,4,2,3,0.097
AR(1)-GRW-S,ar1_s,1,4,2,4,0.105
AR(1)-GRW-S,ar1_s,1,4,2,5,0.098
AR(1)-GRW-S,ar1_s,1,4,2,6,0.099
AR(1)-GRW-S,ar1_s,1,4,2,7,0.104
AR(1)-GRW-S,ar1_s,1,4,2,8,0.094
AR(1)-GRW-S,ar1_s,1,4,2,9,0.091
AR(1)-GRW-S,ar1_s,1,4,2,10,0.082
AR(1)-GRW-S,ar1_s,1,4,3,1,0.103
AR(1)-GRW-S,ar1_s,1,4,3,2,0.114
AR(1)-GRW-S,ar1_s,1,4,3,3,0.119
AR(1)-GRW-S,ar1_s,1,4,3,4,0.102
AR(1)-GRW-S,ar1_s,1,4,3,5,0.113
AR(1)-GRW-S,ar1_s,1,4,3,6,0.089
AR(1)-GRW-S,ar1_s,1,4,3,7,0.1
AR(1)-GRW-S,ar1_s,1,4,3,8,0.079
AR(1)-GRW-S,ar1_s,1,4,3,9,0.088
AR(1)-GRW-S,ar1_s,1,4,3,10,0.093
AR(1)-GRW-S,ar1_s,1,4,4,1,0.096
AR(1)-GRW-S,ar1_s,1,4,4,2,0.104
AR(1)-GRW-S,ar1_s,1,4,4,3,0.117
AR(1)-GRW-S,ar1_s,1,4,4,4,0.091
AR(1)-GRW-S,ar1_s,1,4,4,5,0.094
AR(1)-GRW-S,ar1_s,1,4,4,6,0.116
AR(1)-GRW-S,ar1_s,1,4,4,7,0.106
AR(1)-GRW-S,ar1_s,1,4,4,8,0.091
AR(1)-GRW-S,ar1_s,1,4,4,9,0.102
AR(1)-GRW-S,ar1_s,1,4,4,10,0.083
AR(1)-GRW-S,ar1_s,1,4,5,1,0.113
AR(1)-GRW-S,ar1_s,1,4,5,2,0.094
AR(1)-GRW-S,ar1_s,1,4,5,3,0.087
AR(1)-GRW-S,ar1_s,1,4,5,4,0.099
AR(1)-GRW-S,ar1_s,1,4,5,5,0.115
AR(1)-GRW-S,ar1_s,1,4,5,6,0.088
AR(1)-GRW-S,ar1_s,1,4,5,7,0.107
AR(1)-GRW-S,ar1_s,1,4,5,8,0.096
AR(1)-GRW-S,ar1_s,1,4,5,9,0.097
AR(1)-GRW-S,ar1_s,1,4,5,10,0.104
AR(1)-GRW-S,ar1_s,1,4,6,1,0.091
AR(1)-GRW-S,ar1_s,1,4,6,2,0.1
AR(1)-GRW-S,ar1_s,1,4,6,3,0.094
AR(1)-GRW-S,ar1_s,1,4,6,4,0.112
AR(1)-GRW-S,ar1_s,1,4,6,5,0.088
AR(1)-GRW-S,ar1_s,1,4,6,6,0.095
AR(1)-GRW-S,ar1_s,1,4,6,7,0.101
AR(1)-GRW-S,ar1_s,1,4,6,8,0.115
AR(1)-GRW-S,ar1_s,1,4,6,9,0.115
AR(1)-GRW-S,ar1_s,1,4,6,10,0.089
AR(1)-GRW-S,ar1_s,1,4,7,1,0.094
AR(1)-GRW-S,ar1_s,1,4,7,2,0.101
AR(1)-GRW-S,ar1_s,1,4,7,3,0.091
AR(1)-GRW-S,ar1_s,1,4,7,4,0.092
AR(1)-GRW-S,ar1_s,1,4,7,5,0.1
AR(1)-GRW-S,ar1_s,1,4,7,6,0.111
AR(1)-GRW-S,ar1_s,1,4,7,7,0.098
AR(1)-GRW-S,ar1_s,1,4,7,8,0.102
AR(1)-GRW-S,ar1_s,1,4,7,9,0.104
AR(1)-GRW-S,ar1_s,1,4,7,10,0.107
AR(1)-GRW-S,ar1_s,1,4,8,1,0.082
AR(1)-GRW-S,ar1_s,1,4,8,2,0.1
AR(1)-GRW-S,ar1_s,1,4,8,3,0.086
AR(1)-GRW-S,ar1_s,1,4,8,4,0.096
AR(1)-GRW-S,ar1_s,1,4,8,5,0.104
AR(1)-GRW-S,ar1_s,1,4,8,6,0.112
AR(1)-GRW-S,ar1_s,1,4,8,7,0.096
AR(1)-GRW-S,ar1_s,1,4,8,8,0.093
AR(1)-GRW-S,ar1_s,1,4,8,9,0.103
AR(1)-GRW-S,ar1_s,1,4,8,10,0.128
AR(1)-GRW-S,ar1_s,1,4,9,1,0.077
AR(1)-GRW-S,ar1_s,1,4,9,2,0.078
AR(1)-GRW-S,ar1_s,1,4,9,3,0.096
AR(1)-GRW-S,ar1_s,1,4,9,4,0.106
AR(1)-GRW-S,ar1_s,1,4,9,5,0.093
AR(1)-GRW-S,ar1_s,1,4,9,6,0.097
AR(1)-GRW-S,ar1_s,1,4,9,7,0.102
AR(1)-GRW-S,ar1_s,1,4,9,8,0.122
AR(1)-GRW-S,ar1_s,1,4,9,9,0.11
AR(1)-GRW-S,ar1_s,1,4,9,10,0.119
AR(1)-GRW-S,ar1_s,1,4,10,1,0.064
AR(1)-GRW-S,ar1_s,1,4,10,2,0.066
AR(1)-GRW-S,ar1_s,1,4,10,3,0.093
AR(1)-GRW-S,ar1_s,1,4,10,4,0.1
AR(1)-GRW-S,ar1_s,1,4,10,5,0.096
AR(1)-GRW-S,ar1_s,1,4,10,6,0.103
AR(1)-GRW-S,ar1_s,1,4,10,7,0.098
AR(1)-GRW-S,ar1_s,1,4,10,8,0.12
AR(1)-GRW-S,ar1_s,1,4,10,9,0.125
AR(1)-GRW-S,ar1_s,1,4,10,10,0.135
Empirical,empirical,5,7,1,1,0.38095238095238093
Empirical,empirical,5,7,1,2,0.07936507936507936
Empirical,empirical,5,7,1,3,0.12698412698412698
Empirical,empirical,5,7,1,4,0.19047619047619047
Empirical,empirical,5,7,1,5,0.06349206349206349
Empirical,empirical,5,7,1,6,0.06349206349206349
Empirical,empirical,5,7,1,7,0.031746031746031744
Empirical,empirical,5,7,1,8,0.031746031746031744
Empirical,empirical,5,7,1,9,0.031746031746031744
Empirical,empirical,5,7,1,10,0.0
