source,model_tag,reference_year,target_year,starting_decile,ending_decile,probability
Empirical,empirical,5,7,2,1,0.14634146341463414
Empirical,empirical,5,7,2,2,0.2926829268292683
Empirical,empirical,5,7,2,3,0.0
Empirical,empirical,5,7,2,4,0.12195121951219512
Empirical,empirical,5,7,2,5,0.12195121951219512
Empirical,empirical,5,7,2,6,0.14634146341463414
Empirical,empirical,5,7,2,7,0.04878048780487805
Empirical,empirical,5,7,2,8,0.07317073170731707
Empirical,empirical,5,7,2,9,0.024390243902439025
Empirical,empirical,5,7,2,10,0.024390243902439025
Empirical,empirical,5,7,3,1,0.0625
Empirical,empirical,5,7,3,2,0.020833333333333332
Empirical,empirical,5,7,3,3,0.3125
Empirical,empirical,5,7,3,4,0.020833333333333332
Empirical,empirical,5,7,3,5,0.2708333333333333
Empirical,empirical,5,7,3,6,0.08333333333333333
Empirical,empirical,5,7,3,7,0.125
Empirical,empirical,5,7,3,8,0.020833333333333332
Empirical,empirical,5,7,3,9,0.0625
Empirical,empirical,5,7,3,10,0.020833333333333332
Empirical,empirical,5,7,4,1,0.14545454545454545
Empirical,empirical,5,7,4,2,0.09090909090909091
Empirical,empirical,5,7,4,3,0.12727272727272726
Empirical,empirical,5,7,4,4,0.10909090909090909
Empirical,empirical,5,7,4,5,0.05454545454545454
Empirical,empirical,5,7,4,6,0.14545454545454545
Empirical,empirical,5,7,4,7,0.09090909090909091
Empirical,empirical,5,7,4,8,0.07272727272727272
Empirical,empirical,5,7,4,9,0.10909090909090909
Empirical,empirical,5,7,4,10,0.05454545454545454
Empirical,empirical,5,7,5,1,0.17777777777777778
Empirical,empirical,5,7,5,2,0.1111111111111111
Empirical,empirical,5,7,5,3,0.06666666666666667
Empirical,empirical,5,7,5,4,0.15555555555555556
Empirical,empirical,5,7,5,5,0.06666666666666667
Empirical,empirical,5,7,5,6,0.06666666666666667
Empirical,empirical,5,7,5,7,0.08888888888888889
Empirical,empirical,5,7,5,8,0.08888888888888889
Empirical,empirical,5,7,5,9,0.13333333333333333
Empirical,empirical,5,7,5,10,0.044444444444444446
Empirical,empirical,5,7,6,1,0.14545454545454545
Empirical,empirical,5,7,6,2,0.03636363636363636
Empirical,empirical,5,7,6,3,0.09090909090909091
Empirical,empirical,5,7,6,4,0.01818181818181818
Empirical,empirical,5,7,6,5,0.14545454545454545
Empirical,empirical,5,7,6,6,0.14545454545454545
Empirical,empirical,5,7,6,7,0.14545454545454545
Empirical,empirical,5,7,6,8,0.10909090909090909
Empirical,empirical,5,7,6,9,0.07272727272727272
Empirical,empirical,5,7,6,10,0.09090909090909091
Empirical,empirical,5,7,7,1,0.0784313725490196
Empirical,empirical,5,7,7,2,0.0784313725490196
Empirical,empirical,5,7,7,3,0.13725490196078433
Empirical,empirical,5,7,7,4,0.09803921568627451
Empirical,empirical,5,7,7,5,0.13725490196078433
Empirical,empirical,5,7,7,6,0.13725490196078433
Empirical,empirical,5,7,7,7,0.0784313725490196
Empirical,empirical,5,7,7,8,0.09803921568627451
Empirical,empirical,5,7,7,9,0.09803921568627451
Empirical,empirical,5,7,7,10,0.058823529411764705
Empirical,empirical,5,7,8,1,0.0392156862745098
Empirical,empirical,5,7,8,2,0.0392156862745098
Empirical,empirical,5,7,8,3,0.058823529411764705
Empirical,empirical,5,7,8,4,0.09803921568627451
Empirical,empirical,5,7,8,5,0.058823529411764705
Empirical,empirical,5,7,8,6,0.13725490196078433
Empirical,empirical,5,7,8,7,0.17647058823529413
Empirical,empirical,5,7,8,8,0.21568627450980393
Empirical,empirical,5,7,8,9,0.058823529411764705
Empirical,empirical,5,7,8,10,0.11764705882352941
Empirical,empirical,5,7,9,1,0.02
Empirical,empirical,5,7,9,2,0.0
Empirical,empirical,5,7,9,3,0.02
Empirical,empirical,5,7,9,4,0.08
Empirical,empirical,5,7,9,5,0.1
Empirical,empirical,5,7,9,6,0.04
Empirical,empirical,5,7,9,7,0.18
Empirical,empirical,5,7,9,8,0.14
Empirical,empirical,5,7,9,9,0.18
Empirical,empirical,5,7,9,10,0.24
Empirical,empirical,5,7,10,1,0.0
Empirical,empirical,5,7,10,2,0.0
Empirical,empirical,5,7,10,3,0.0392156862745098
Empirical,empirical,5,7,10,4,0.0196078431372549
Empirical,empirical,5,7,10,5,0.0784313725490196
Empirical,empirical,5,7,10,6,0.058823529411764705
Empirical,empirical,5,7,10,7,0.058823529411764705
Empirical,empirical,5,7,10,8,0.13725490196078433
Empirical,empirical,5,7,10,9,0.21568627450980393
Empirical,empirical,5,7,10,10,0.39215686274509803
AR(1)-GRW-S,ar1_s,5,7,1,1,0.209
AR(1)-GRW-S,ar1_s,5,7,1,2,0.172
AR(1)-GRW-S,ar1_s,5,7,1,3,0.119
AR(1)-GRW-S,ar1_s,5,7,1,4,0.113
AR(1)-GRW-S,ar1_s,5,7,1,5,0.107
AR(1)-GRW-S,ar1_s,5,7,1,6,0.076
AR(1)-GRW-S,ar1_s,5,7,1,7,0.061
AR(1)-GRW-S,ar1_s,5,7,1,8,0.061
AR(1)-GRW-S,ar1_s,5,7,1,9,0.058
AR(1)-GRW-S,ar1_s,5,7,1,10,0.024
AR(1)-GRW-S,ar1_s,5,7,2,1,0.162
AR(1)-GRW-S,ar1_s,5,7,2,2,0.147
AR(1)-GRW-S,ar1_s,5,7,2,3,0.122
AR(1)-GRW-S,ar1_s,5,7,2,4,0.109
AR(1)-GRW-S,ar1_s,5,7,2,5,0.106
AR(1)-GRW-S,ar1_s,5,7,2,6,0.102
AR(1)-GRW-S,ar1_s,5,7,2,7,0.076
AR(1)-GRW-S,ar1_s,5,7,2,8,0.072
AR(1)-GRW-S,ar1_s,5,7,2,9,0.068
AR(1)-GRW-S,ar1_s,5,7,2,10,0.036
AR(1)-GRW-S,ar1_s,5,7,3,1,0.143
AR(1)-GRW-S,ar1_s,5,7,3,2,0.119
AR(1)-GRW-S,ar1_s,5,7,3,3,0.127
AR(1)-GRW-S,ar1_s,5,7,3,4,0.108
AR(1)-GRW-S,ar1_s,5,7,3,5,0.108
AR(1)-GRW-S,ar1_s,5,7,3,6,0.092
AR(1)-GRW-S,ar1_s,5,7,3,7,0.1
AR(1)-GRW-S,ar1_s,5,7,3,8,0.076
AR(1)-GRW-S,ar1_s,5,7,3,9,0.07
AR(1)-GRW-S,ar1_s,5,7,3,10,0.057
AR(1)-GRW-S,ar1_s,5,7,4,1,0.111
AR(1)-GRW-S,ar1_s,5,7,4,2,0.116
AR(1)-GRW-S,ar1_s,5,7,4,3,0.104
AR(1)-GRW-S,ar1_s,5,7,4,4,0.104
AR(1)-GRW-S,ar1_s,5,7,4,5,0.122
AR(1)-GRW-S,ar1_s,5,7,4,6,0.099
AR(1)-GRW-S,ar1_s,5,7,4,7,0.105
AR(1)-GRW-S,ar1_s,5,7,4,8,0.081
AR(1)-GRW-S,ar1_s,5,7,4,9,0.092
AR(1)-GRW-S,ar1_s,5,7,4,10,0.066
AR(1)-GRW-S,ar1_s,5,7,5,1,0.086
AR(1)-GRW-S,ar1_s,5,7,5,2,0.094
AR(1)-GRW-S,ar1_s,5,7,5,3,0.11
AR(1)-GRW-S,ar1_s,5,7,5,4,0.104
AR(1)-GRW-S,ar1_s,5,7,5,5,0.12
AR(1)-GRW-S,ar1_s,5,7,5,6,0.118
AR(1)-GRW-S,ar1_s,5,7,5,7,0.099
AR(1)-GRW-S,ar1_s,5,7,5,8,0.099
AR(1)-GRW-S,ar1_s,5,7,5,9,0.089
AR(1)-GRW-S,ar1_s,5,7,5,10,0.081
AR(1)-GRW-S,ar1_s,5,7,6,1,0.08
AR(1)-GRW-S,ar1_s,5,7,6,2,0.071
AR(1)-GRW-S,ar1_s,5,7,6,3,0.1
AR(1)-GRW-S,ar1_s,5,7,6,4,0.104
AR(1)-GRW-S,ar1_s,5,7,6,5,0.098
AR(1)-GRW-S,ar1_s,5,7,6,6,0.101
AR(1)-GRW-S,ar1_s,5,7,6,7,0.106
AR(1)-GRW-S,ar1_s,5,7,6,8,0.112
AR(1)-GRW-S,ar1_s,5,7,6,9,0.111
AR(1)-GRW-S,ar1_s,5,7,6,10,0.117
AR(1)-GRW-S,ar1_s,5,7,7,1,0.073
AR(1)-GRW-S,ar1_s,5,7,7,2,0.084
AR(1)-GRW-S,ar1_s,5,7,7,3,0.097
AR(1)-GRW-S,ar1_s,5,7,7,4,0.093
AR(1)-GRW-S,ar1_s,5,7,7,5,0.082
AR(1)-GRW-S,ar1_s,5,7,7,6,0.104
AR(1)-GRW-S,ar1_s,5,7,7,7,0.11
AR(1)-GRW-S,ar1_s,5,7,7,8,0.115
AR(1)-GRW-S,ar1_s,5,7,7,9,0.125
AR(1)-GRW-S,ar1_s,5,7,7,10,0.117
AR(1)-GRW-S,ar1_s,5,7,8,1,0.062
AR(1)-GRW-S,ar1_s,5,7,8,2,0.079
AR(1)-GRW-S,ar1_s,5,7,8,3,0.076
AR(1)-GRW-S,ar1_s,5,7,8,4,0.095
AR(1)-GRW-S,ar1_s,5,7,8,5,0.09
AR(1)-GRW-S,ar1_s,5,7,8,6,0.111
AR(1)-GRW-S,ar1_s,5,7,8,7,0.114
AR(1)-GRW-S,ar1_s,5,7,8,8,0.127
AR(1)-GRW-S,ar1_s,5,7,8,9,0.112
AR(1)-GRW-S,ar1_s,5,7,8,10,0.134
AR(1)-GRW-S,ar1_s,5,7,9,1,0.047
AR(1)-GRW-S,ar1_s,5,7,9,2,0.073
AR(1)-GRW-S,ar1_s,5,7,9,3,0.08
AR(1)-GRW-S,ar1_s,5,7,9,4,0.092
AR(1)-GRW-S,ar1_s,5,7,9,5,0.086
AR(1)-GRW-S,ar1_s,5,7,9,6,0.108
AR(1)-GRW-S,ar1_s,5,7,9,7,0.112
AR(1)-GRW-S,ar1_s,5,7,9,8,0.126
AR(1)-GRW-S,ar1_s,5,7,9,9,0.134
AR(1)-GRW-S,ar1_s,5,7,9,10,0.142
AR(1)-GRW-S,ar1_s,5,7,10,1,0.027
AR(1)-GRW-S,ar1_s,5,7,10,2,0.045
AR(1)-GRW-S,ar1_s,5,7,10,3,0.065
AR(1)-GRW-S,ar1_s,5,7,10,4,0.078
AR(1)-GRW-S,ar1_s,5,7,10,5,0.081
AR(1)-GRW-S,ar1_s,5,7,10,6,0.089
AR(1)-GRW-S,ar1_s,5,7,10,7,0.117
AR(1)-GRW-S,ar1_s,5,7,10,8,0.131
AR(1)-GRW-S,ar1_s,5,7,10,9,0.141
AR(1)-GRW-S,ar1_s,5,7,10,10,0.226
Empirical,empirical,8,20,1,1,0.32075471698113206
Empirical,empirical,8,20,1,2,0.07547169811320754
Empirical,empirical,8,20,1,3,0.16981132075471697
Empirical,empirical,8,20,1,4,0.03773584905660377
Empirical,empirical,8,20,1,5,0.09433962264150944
Empirical,empirical,8,20,1,6,0.09433962264150944
Empirical,empirical,8,20,1,7,0.07547169811320754
Empirical,empirical,8,20,1,8,0.07547169811320754
Empirical,empirical,8,20,1,9,0.018867924528301886
Empirical,empirical,8,20,1,10,0.03773584905660377
Empirical,empirical,8,20,2,1,0.32142857142857145
Empirical,empirical,8,20,2,2,0.08928571428571429
Empirical,empirical,8,20,2,3,0.07142857142857142
Empirical,empirical,8,20,2,4,0.14285714285714285
Empirical,empirical,8,20,2,5,0.125
Empirical,empirical,8,20,2,6,0.07142857142857142
Empirical,empirical,8,20,2,7,0.10714285714285714
Empirical,empirical,8,20,2,8,0.05357142857142857
Empirical,empirical,8,20,2,9,0.017857142857142856
Empirical,empirical,8,20,2,10,0.0
Empirical,empirical,8,20,3,1,0.18181818181818182
Empirical,empirical,8,20,3,2,0.09090909090909091
Empirical,empirical,8,20,3,3,0.18181818181818182
Empirical,empirical,8,20,3,4,0.09090909090909091
Empirical,empirical,8,20,3,5,0.11363636363636363
Empirical,empirical,8,20,3,6,0.022727272727272728
Empirical,empirical,8,20,3,7,0.045454545454545456
Empirical,empirical,8,20,3,8,0.09090909090909091
Empirical,empirical,8,20,3,9,0.1590909090909091
Empirical,empirical,8,20,3,10,0.022727272727272728
Empirical,empirical,8,20,4,1,0.10204081632653061
Empirical,empirical,8,20,4,2,0.04081632653061224
Empirical,empirical,8,20,4,3,0.14285714285714285
Empirical,empirical,8,20,4,4,0.14285714285714285
Empirical,empirical,8,20,4,5,0.14285714285714285
Empirical,empirical,8,20,4,6,0.16326530612244897
Empirical,empirical,8,20,4,7,0.04081632653061224
Empirical,empirical,8,20,4,8,0.10204081632653061
Empirical,empirical,8,20,4,9,0.10204081632653061
Empirical,empirical,8,20,4,10,0.02040816326530612
Empirical,empirical,8,20,5,1,0.21153846153846154
Empirical,empirical,8,20,5,2,0.038461538461538464
Empirical,empirical,8,20,5,3,0.15384615384615385
Empirical,empirical,8,20,5,4,0.11538461538461539
Empirical,empirical,8,20,5,5,0.1346153846153846
Empirical,empirical,8,20,5,6,0.11538461538461539
Empirical,empirical,8,20,5,7,0.07692307692307693
Empirical,empirical,8,20,5,8,0.07692307692307693
Empirical,empirical,8,20,5,9,0.07692307692307693
Empirical,empirical,8,20,5,10,0.0
Empirical,empirical,8,20,6,1,0.07547169811320754
Empirical,empirical,8,20,6,2,0.05660377358490566
Empirical,empirical,8,20,6,3,0.1509433962264151
Empirical,empirical,8,20,6,4,0.16981132075471697
Empirical,empirical,8,20,6,5,0.07547169811320754
Empirical,empirical,8,20,6,6,0.07547169811320754
Empirical,empirical,8,20,6,7,0.11320754716981132
Empirical,empirical,8,20,6,8,0.1509433962264151
Empirical,empirical,8,20,6,9,0.05660377358490566
Empirical,empirical,8,20,6,10,0.07547169811320754
Empirical,empirical,8,20,7,1,0.07547169811320754
Empirical,empirical,8,20,7,2,0.03773584905660377
Empirical,empirical,8,20,7,3,0.07547169811320754
Empirical,empirical,8,20,7,4,0.09433962264150944
Empirical,empirical,8,20,7,5,0.09433962264150944
Empirical,empirical,8,20,7,6,0.18867924528301888
Empirical,empirical,8,20,7,7,0.16981132075471697
Empirical,empirical,8,20,7,8,0.05660377358490566
Empirical,empirical,8,20,7,9,0.1320754716981132
Empirical,empirical,8,20,7,10,0.07547169811320754
Empirical,empirical,8,20,8,1,0.06
Empirical,empirical,8,20,8,2,0.02
Empirical,empirical,8,20,8,3,0.08
Empirical,empirical,8,20,8,4,0.1
Empirical,empirical,8,20,8,5,0.1
Empirical,empirical,8,20,8,6,0.16
Empirical,empirical,8,20,8,7,0.06
Empirical,empirical,8,20,8,8,0.2
Empirical,empirical,8,20,8,9,0.16
Empirical,empirical,8,20,8,10,0.06
Empirical,empirical,8,20,9,1,0.04081632653061224
Empirical,empirical,8,20,9,2,0.04081632653061224
Empirical,empirical,8,20,9,3,0.04081632653061224
Empirical,empirical,8,20,9,4,0.04081632653061224
Empirical,empirical,8,20,9,5,0.10204081632653061
Empirical,empirical,8,20,9,6,0.08163265306122448
Empirical,empirical,8,20,9,7,0.10204081632653061
Empirical,empirical,8,20,9,8,0.1836734693877551
Empirical,empirical,8,20,9,9,0.12244897959183673
Empirical,empirical,8,20,9,10,0.24489795918367346
Empirical,empirical,8,20,10,1,0.0
Empirical,empirical,8,20,10,2,0.0196078431372549
Empirical,empirical,8,20,10,3,0.0
Empirical,empirical,8,20,10,4,0.058823529411764705
Empirical,empirical,8,20,10,5,0.0392156862745098
Empirical,empirical,8,20,10,6,0.0196078431372549
Empirical,empirical,8,20,10,7,0.17647058823529413
Empirical,empirical,8,20,10,8,0.0392156862745098
Empirical,empirical,8,20,10,9,0.17647058823529413
Empirical,empirical,8,20,10,10,0.47058823529411764
AR(1)-GRW-S,ar1_s,8,20,1,1,0.102
AR(1)-GRW-S,ar1_s,8,20,1,2,0.096
AR(1)-GRW-S,ar1_s,8,20,1,3,0.099
AR(1)-GRW-S,ar1_s,8,20,1,4,0.1
AR(1)-GRW-S,ar1_s,8,20,1,5,0.089
AR(1)-GRW-S,ar1_s,8,20,1,6,0.116
AR(1)-GRW-S,ar1_s,8,20,1,7,0.097
AR(1)-GRW-S,ar1_s,8,20,1,8,0.108
AR(1)-GRW-S,ar1_s,8,20,1,9,0.09
AR(1)-GRW-S,ar1_s,8,20,1,10,0.103
AR(1)-GRW-S,ar1_s,8,20,2,1,0.102
AR(1)-GRW-S,ar1_s,8,20,2,2,0.098
AR(1)-GRW-S,ar1_s,8,20,2,3,0.096
AR(1)-GRW-S,ar1_s,8,20,2,4,0.1
AR(1)-GRW-S,ar1_s,8,20,2,5,0.109
AR(1)-GRW-S,ar1_s,8,20,2,6,0.092
AR(1)-GRW-S,ar1_s,8,20,2,7,0.099
AR(1)-GRW-S,ar1_s,8,20,2,8,0.111
AR(1)-GRW-S,ar1_s,8,20,2,9,0.095
AR(1)-GRW-S,ar1_s,8,20,2,10,0.098
AR(1)-GRW-S,ar1_s,8,20,3,1,0.079
AR(1)-GRW-S,ar1_s,8,20,3,2,0.104
AR(1)-GRW-S,ar1_s,8,20,3,3,0.091
AR(1)-GRW-S,ar1_s,8,20,3,4,0.109
AR(1)-GRW-S,ar1_s,8,20,3,5,0.098
AR(1)-GRW-S,ar1_s,8,20,3,6,0.1
AR(1)-GRW-S,ar1_s,8,20,3,7,0.109
AR(1)-GRW-S,ar1_s,8,20,3,8,0.097
AR(1)-GRW-S,ar1_s,8,20,3,9,0.115
AR(1)-GRW-S,ar1_s,8,20,3,10,0.098
AR(1)-GRW-S,ar1_s,8,20,4,1,0.104
AR(1)-GRW-S,ar1_s,8,20,4,2,0.108
AR(1)-GRW-S,ar1_s,8,20,4,3,0.111
AR(1)-GRW-S,ar1_s,8,20,4,4,0.096
AR(1)-GRW-S,ar1_s,8,20,4,5,0.112
AR(1)-GRW-S,ar1_s,8,20,4,6,0.104
AR(1)-GRW-S,ar1_s,8,20,4,7,0.089
AR(1)-GRW-S,ar1_s,8,20,4,8,0.09
AR(1)-GRW-S,ar1_s,8,20,4,9,0.092
AR(1)-GRW-S,ar1_s,8,20,4,10,0.094
AR(1)-GRW-S,ar1_s,8,20,5,1,0.11
AR(1)-GRW-S,ar1_s,8,20,5,2,0.094
AR(1)-GRW-S,ar1_s,8,20,5,3,0.101
AR(1)-GRW-S,ar1_s,8,20,5,4,0.117
AR(1)-GRW-S,ar1_s,8,20,5,5,0.081
AR(1)-GRW-S,ar1_s,8,20,5,6,0.083
AR(1)-GRW-S,ar1_s,8,20,5,7,0.105
AR(1)-GRW-S,ar1_s,8,20,5,8,0.102
AR(1)-GRW-S,ar1_s,8,20,5,9,0.107
AR(1)-GRW-S,ar1_s,8,20,5,10,0.1
AR(1)-GRW-S,ar1_s,8,20,6,1,0.106
AR(1)-GRW-S,ar1_s,8,20,6,2,0.103
AR(1)-GRW-S,ar1_s,8,20,6,3,0.1
AR(1)-GRW-S,ar1_s,8,20,6,4,0.099
AR(1)-GRW-S,ar1_s,8,20,6,5,0.09
AR(1)-GRW-S,ar1_s,8,20,6,6,0.11
AR(1)-GRW-S,ar1_s,8,20,6,7,0.102
AR(1)-GRW-S,ar1_s,8,20,6,8,0.086
AR(1)-GRW-S,ar1_s,8,20,6,9,0.1
AR(1)-GRW-S,ar1_s,8,20,6,10,0.104
AR(1)-GRW-S,ar1_s,8,20,7,1,0.097
AR(1)-GRW-S,ar1_s,8,20,7,2,0.113
AR(1)-GRW-S,ar1_s,8,20,7,3,0.095
AR(1)-GRW-S,ar1_s,8,20,7,4,0.095
AR(1)-GRW-S,ar1_s,8,20,7,5,0.118
AR(1)-GRW-S,ar1_s,8,20,7,6,0.089
AR(1)-GRW-S,ar1_s,8,20,7,7,0.089
AR(1)-GRW-S,ar1_s,8,20,7,8,0.114
AR(1)-GRW-S,ar1_s,8,20,7,9,0.094
AR(1)-GRW-S,ar1_s,8,20,7,10,0.096
AR(1)-GRW-S,ar1_s,8,20,8,1,0.106
AR(1)-GRW-S,ar1_s,8,20,8,2,0.1
AR(1)-GRW-S,ar1_s,8,20,8,3,0.103
AR(1)-GRW-S,ar1_s,8,20,8,4,0.083
AR(1)-GRW-S,ar1_s,8,20,8,5,0.113
AR(1)-GRW-S,ar1_s,8,20,8,6,0.102
AR(1)-GRW-S,ar1_s,8,20,8,7,0.106
AR(1)-GRW-S,ar1_s,8,20,8,8,0.089
AR(1)-GRW-S,ar1_s,8,20,8,9,0.105
AR(1)-GRW-S,ar1_s,8,20,8,10,0.093
AR(1)-GRW-S,ar1_s,8,20,9,1,0.087
AR(1)-GRW-S,ar1_s,8,20,9,2,0.092
AR(1)-GRW-S,ar1_s,8,20,9,3,0.108
AR(1)-GRW-S,ar1_s,8,20,9,4,0.103
AR(1)-GRW-S,ar1_s,8,20,9,5,0.091
AR(1)-GRW-S,ar1_s,8,20,9,6,0.098
AR(1)-GRW-S,ar1_s,8,20,9,7,0.108
AR(1)-GRW-S,ar1_s,8,20,9,8,0.11
AR(1)-GRW-S,ar1_s,8,20,9,9,0.098
AR(1)-GRW-S,ar1_s,8,20,9,10,0.105
AR(1)-GRW-S,ar1_s,8,20,10,1,0.107
AR(1)-GRW-S,ar1_s,8,20,10,2,0.092
AR(1)-GRW-S,ar1_s,8,20,10,3,0.096
AR(1)-GRW-S,ar1_s,8,20,10,4,0.098
AR(1)-GRW-S,ar1_s,8,20,10,5,0.099
AR(1)-GRW-S,ar1_s,8,20,10,6,0.106
AR(1)-GRW-S,ar1_s,8,20,10,7,0.096
AR(1)-GRW-S,ar1_s,8,20,10,8,0.093
AR(1)-GRW-S,ar1_s,8,20,10,9,0.104
AR(1)-GRW-S,ar1_s,8,20,10,10,0.109
